id,pedido_id,cliente_id,categoria_problema,data_abertura,data_resolucao,status,id_x,produto_id,quantidade,preco_praticado,desconto_aplicado,id_y,nome,categoria,subcategoria,preco_unitario,custo_unitario,fornecedor
602,5633,1610,troca,2024-03-12,,escalado,13803,145,3,3219.91,0.02,145,Fraldas 145,Bebês & Crianças,Fraldas,3285.62,1878.71,FornecedorX
602,5633,1610,troca,2024-03-12,,escalado,13804,82,5,3104.89,0.05,82,Equipamentos de Academia 82,Esporte & Lazer,Equipamentos de Academia,3268.3,1773.47,MegaDistribuidora
603,10616,2260,cobrança,2024-10-18,2024-10-19,resolvido,26033,87,5,1619.25,0.04,87,Camping 87,Esporte & Lazer,Camping,1686.72,924.15,AlphaSupply
603,10616,2260,cobrança,2024-10-18,2024-10-19,resolvido,26034,79,3,368.82,0.0,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
603,10616,2260,cobrança,2024-10-18,2024-10-19,resolvido,26035,159,3,3293.21,0.03,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
604,6180,1213,atraso,2023-07-06,,escalado,15166,199,5,1995.52,0.01,199,Calças 199,Moda,Calças,2015.68,1178.62,GlobalBR Comércio
605,11991,2274,atraso,2023-11-21,2023-12-02,resolvido,29368,172,3,2620.74,0.04,172,Notebooks 172,Eletrônicos,Notebooks,2729.94,1122.36,AlphaSupply
605,11991,2274,atraso,2023-11-21,2023-12-02,resolvido,29369,79,1,350.38,0.05,79,Tênis Esportivo 79,Esporte & Lazer,Tênis Esportivo,368.82,203.74,DeltaFornece ME
606,8512,2787,atraso,2024-03-19,,aberto,20858,190,4,1695.78,0.16,190,Camisetas 190,Moda,Camisetas,2018.78,885.55,MegaDistribuidora
606,8512,2787,atraso,2024-03-19,,aberto,20859,49,5,1614.34,0.23,49,Móveis 49,Casa & Decoração,Móveis,2096.55,1131.56,MegaDistribuidora
606,8512,2787,atraso,2024-03-19,,aberto,20860,14,1,2068.92,0.14,14,Fones de Ouvido 14,Eletrônicos,Fones de Ouvido,2405.72,1384.95,NorteImport Ltda
607,5206,967,dúvida,2023-09-23,,aberto,12732,111,3,2538.81,0.04,111,Vitaminas 111,Beleza & Saúde,Vitaminas,2644.59,1553.33,FornecedorX
608,6631,2075,cobrança,2024-12-19,,escalado,16268,174,5,1184.33,0.01,174,Smartphones 174,Eletrônicos,Smartphones,1196.29,677.73,TechBrasil Ltda
608,6631,2075,cobrança,2024-12-19,,escalado,16269,50,2,2881.52,0.03,50,Móveis 50,Casa & Decoração,Móveis,2970.64,1377.71,FornecedorX
609,14992,1210,dúvida,2024-07-22,,aberto,36721,164,3,2158.71,0.01,164,Camisetas 164,Moda,Camisetas,2180.52,1417.57,SulFornece SA
610,14829,780,troca,2023-08-20,,aberto,36305,17,4,3204.76,0.03,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
611,700,2362,dúvida,2023-06-10,2023-06-11,resolvido,1685,177,1,561.99,0.02,177,Brinquedos 177,Bebês & Crianças,Brinquedos,573.46,251.29,GlobalBR Comércio
612,9144,1909,troca,2024-01-16,,aberto,22359,125,2,319.96,0.03,125,Chocolates 125,Alimentos & Bebidas,Chocolates,329.86,174.33,AlphaSupply
612,9144,1909,troca,2024-01-16,,aberto,22360,100,5,2506.41,0.1,100,Cuidados com a Pele 100,Beleza & Saúde,Cuidados com a Pele,2784.9,1887.78,SulFornece SA
613,2198,988,atraso,2024-07-21,,aberto,5324,196,4,1052.57,0.01,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
614,3535,705,troca,2024-09-16,,aberto,8580,18,4,3385.68,0.03,18,Smart TVs 18,Eletrônicos,Smart TVs,3490.39,2259.89,TechBrasil Ltda
614,3535,705,troca,2024-09-16,,aberto,8581,16,2,399.08,0.02,16,Fones de Ouvido 16,Eletrônicos,Fones de Ouvido,407.22,239.56,MarcoPolo Distribuição
615,2057,1560,atraso,2024-11-01,,aberto,4984,34,4,1214.94,0.11,34,Calças 34,Moda,Calças,1365.1,977.44,AlphaSupply
615,2057,1560,atraso,2024-11-01,,aberto,4985,156,5,53.74,0.08,156,Roupas Infantis 156,Bebês & Crianças,Roupas Infantis,58.41,25.14,FornecedorX
616,6011,2640,dúvida,2023-11-07,2023-11-12,resolvido,14748,81,2,1710.62,0.02,81,Equipamentos de Academia 81,Esporte & Lazer,Equipamentos de Academia,1745.53,859.98,GlobalBR Comércio
616,6011,2640,dúvida,2023-11-07,2023-11-12,resolvido,14749,198,4,1538.11,0.0,198,Vitaminas 198,Beleza & Saúde,Vitaminas,1538.11,856.98,SulFornece SA
617,12198,370,defeito,2023-09-25,2023-09-26,resolvido,29875,34,5,1310.5,0.04,34,Calças 34,Moda,Calças,1365.1,977.44,AlphaSupply
617,12198,370,defeito,2023-09-25,2023-09-26,resolvido,29876,130,3,628.81,0.03,130,Literatura 130,Livros & Papelaria,Literatura,648.26,479.8,GlobalBR Comércio
618,2252,1925,atraso,2023-06-26,2023-07-14,resolvido,5464,192,5,1684.21,0.0,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
618,2252,1925,atraso,2023-06-26,2023-07-14,resolvido,5465,131,5,3349.19,0.04,131,Literatura 131,Livros & Papelaria,Literatura,3488.74,1822.68,FornecedorX
619,1606,481,atraso,2024-01-11,2024-01-18,resolvido,3881,173,1,2529.22,0.0,173,Material Escolar 173,Livros & Papelaria,Material Escolar,2529.22,1073.72,GlobalBR Comércio
620,8474,512,defeito,2023-05-01,2023-05-09,resolvido,20756,95,2,2538.22,0.14,95,Cosméticos 95,Beleza & Saúde,Cosméticos,2951.42,2160.53,DeltaFornece ME
620,8474,512,defeito,2023-05-01,2023-05-09,resolvido,20757,182,5,1026.21,0.01,182,Equipamentos de Academia 182,Esporte & Lazer,Equipamentos de Academia,1036.58,699.98,SulFornece SA
620,8474,512,defeito,2023-05-01,2023-05-09,resolvido,20758,9,2,2329.45,0.13,9,Tablets 9,Eletrônicos,Tablets,2677.53,1316.38,TechBrasil Ltda
620,8474,512,defeito,2023-05-01,2023-05-09,resolvido,20759,20,4,1627.6,0.3,20,Smart TVs 20,Eletrônicos,Smart TVs,2325.14,1324.94,TechBrasil Ltda
621,9944,1990,atraso,2023-11-20,2023-12-04,resolvido,24330,60,5,432.32,0.14,60,Tapetes 60,Casa & Decoração,Tapetes,502.7,225.85,DeltaFornece ME
621,9944,1990,atraso,2023-11-20,2023-12-04,resolvido,24331,159,1,2546.3,0.25,159,Cadeirinhas 159,Bebês & Crianças,Cadeirinhas,3395.06,1448.53,DeltaFornece ME
621,9944,1990,atraso,2023-11-20,2023-12-04,resolvido,24332,123,4,1875.96,0.06,123,Vinhos 123,Alimentos & Bebidas,Vinhos,1995.7,1350.8,TechBrasil Ltda
622,3760,131,defeito,2024-09-21,2024-09-26,resolvido,9120,80,3,2404.17,0.0,80,Equipamentos de Academia 80,Esporte & Lazer,Equipamentos de Academia,2404.17,1644.94,GlobalBR Comércio
623,13385,187,cobrança,2023-02-27,,aberto,32796,55,4,2438.77,0.03,55,Luminárias 55,Casa & Decoração,Luminárias,2514.2,1470.04,SulFornece SA
624,4102,1606,cobrança,2024-09-16,,aberto,9945,95,2,2538.22,0.14,95,Cosméticos 95,Beleza & Saúde,Cosméticos,2951.42,2160.53,DeltaFornece ME
625,14648,1939,dúvida,2024-07-14,2024-07-15,resolvido,35867,134,4,270.48,0.04,134,Literatura 134,Livros & Papelaria,Literatura,281.75,123.22,MarcoPolo Distribuição
625,14648,1939,dúvida,2024-07-14,2024-07-15,resolvido,35868,192,2,1498.95,0.11,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
625,14648,1939,dúvida,2024-07-14,2024-07-15,resolvido,35869,73,1,1217.86,0.19,73,Bicicletas 73,Esporte & Lazer,Bicicletas,1503.53,1107.95,SulFornece SA
625,14648,1939,dúvida,2024-07-14,2024-07-15,resolvido,35870,11,2,1189.69,0.18,11,Fones de Ouvido 11,Eletrônicos,Fones de Ouvido,1450.84,788.4,MegaDistribuidora
626,13489,65,atraso,2024-07-22,2024-08-10,resolvido,33049,121,5,1202.59,0.1,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
627,6421,643,atraso,2023-03-05,,aberto,15749,196,3,797.4,0.25,196,Calçados 196,Moda,Calçados,1063.2,444.02,AlphaSupply
627,6421,643,atraso,2023-03-05,,aberto,15750,70,4,847.29,0.28,70,Utensílios 70,Casa & Decoração,Utensílios,1176.79,681.46,AlphaSupply
627,6421,643,atraso,2023-03-05,,aberto,15751,124,1,1561.16,0.29,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
628,7730,335,dúvida,2023-12-01,,aberto,18994,151,4,693.88,0.04,151,Brinquedos 151,Bebês & Crianças,Brinquedos,722.79,302.5,MegaDistribuidora
628,7730,335,dúvida,2023-12-01,,aberto,18995,29,2,1165.17,0.05,29,Camisetas 29,Moda,Camisetas,1226.5,497.36,SulFornece SA
629,1096,938,cobrança,2024-05-06,2024-05-16,resolvido,2641,160,2,2315.14,0.22,160,Cadeirinhas 160,Bebês & Crianças,Cadeirinhas,2968.13,1330.24,MegaDistribuidora
629,1096,938,cobrança,2024-05-06,2024-05-16,resolvido,2642,110,2,1718.8,0.22,110,Vitaminas 110,Beleza & Saúde,Vitaminas,2203.59,1145.98,TechBrasil Ltda
629,1096,938,cobrança,2024-05-06,2024-05-16,resolvido,2643,82,3,2614.64,0.2,82,Equipamentos de Academia 82,Esporte & Lazer,Equipamentos de Academia,3268.3,1773.47,MegaDistribuidora
630,9901,2442,dúvida,2023-11-22,,escalado,24204,129,3,2245.73,0.03,129,Livros Técnicos 129,Livros & Papelaria,Livros Técnicos,2315.19,1057.09,MarcoPolo Distribuição
630,9901,2442,dúvida,2023-11-22,,escalado,24205,65,4,2599.53,0.03,65,Quadros 65,Casa & Decoração,Quadros,2679.93,1410.93,SulFornece SA
630,9901,2442,dúvida,2023-11-22,,escalado,24206,18,5,3385.68,0.03,18,Smart TVs 18,Eletrônicos,Smart TVs,3490.39,2259.89,TechBrasil Ltda
631,12564,1054,dúvida,2023-07-08,,escalado,30775,58,5,1522.22,0.22,58,Luminárias 58,Casa & Decoração,Luminárias,1951.56,977.09,FornecedorX
631,12564,1054,dúvida,2023-07-08,,escalado,30776,143,5,1237.4,0.16,143,Material Escolar 143,Livros & Papelaria,Material Escolar,1473.09,897.49,TechBrasil Ltda
631,12564,1054,dúvida,2023-07-08,,escalado,30777,156,2,57.83,0.01,156,Roupas Infantis 156,Bebês & Crianças,Roupas Infantis,58.41,25.14,FornecedorX
632,5457,1705,defeito,2024-12-31,,escalado,13372,174,2,1184.33,0.01,174,Smartphones 174,Eletrônicos,Smartphones,1196.29,677.73,TechBrasil Ltda
632,5457,1705,defeito,2024-12-31,,escalado,13373,54,4,3280.43,0.01,54,Luminárias 54,Casa & Decoração,Luminárias,3313.57,1406.01,DeltaFornece ME
632,5457,1705,defeito,2024-12-31,,escalado,13374,105,4,954.26,0.02,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
633,2746,230,atraso,2023-11-30,,aberto,6680,170,1,1321.29,0.02,170,Equipamentos de Academia 170,Esporte & Lazer,Equipamentos de Academia,1348.26,742.98,AlphaSupply
633,2746,230,atraso,2023-11-30,,aberto,6681,72,3,816.16,0.04,72,Bicicletas 72,Esporte & Lazer,Bicicletas,850.17,445.91,SulFornece SA
633,2746,230,atraso,2023-11-30,,aberto,6682,140,4,932.59,0.0,140,Material Escolar 140,Livros & Papelaria,Material Escolar,932.59,614.85,MegaDistribuidora
634,9840,1129,cobrança,2024-12-28,2025-01-03,resolvido,24070,188,4,94.06,0.05,188,Vitaminas 188,Beleza & Saúde,Vitaminas,99.01,73.24,DeltaFornece ME
635,10146,2631,dúvida,2024-12-31,,escalado,24855,114,1,652.27,0.26,114,Cafés 114,Alimentos & Bebidas,Cafés,881.44,396.49,DeltaFornece ME
635,10146,2631,dúvida,2024-12-31,,escalado,24856,93,3,2741.93,0.05,93,Cosméticos 93,Beleza & Saúde,Cosméticos,2886.24,1265.79,FornecedorX
636,3175,1020,atraso,2023-06-05,2023-06-10,resolvido,7733,37,2,2201.17,0.04,37,Vestidos 37,Moda,Vestidos,2292.89,1293.68,TechBrasil Ltda
636,3175,1020,atraso,2023-06-05,2023-06-10,resolvido,7734,135,4,2182.07,0.02,135,Agendas 135,Livros & Papelaria,Agendas,2226.6,1510.4,NorteImport Ltda
636,3175,1020,atraso,2023-06-05,2023-06-10,resolvido,7735,54,2,3214.16,0.03,54,Luminárias 54,Casa & Decoração,Luminárias,3313.57,1406.01,DeltaFornece ME
637,634,1605,troca,2024-06-15,,escalado,1543,157,2,653.23,0.05,157,Roupas Infantis 157,Bebês & Crianças,Roupas Infantis,687.61,316.94,TechBrasil Ltda
638,5339,1086,dúvida,2024-06-06,2024-06-11,resolvido,13081,47,2,1531.46,0.01,47,Roupas Íntimas 47,Moda,Roupas Íntimas,1546.93,1144.28,MarcoPolo Distribuição
639,4427,530,atraso,2024-01-08,2024-01-20,resolvido,10778,179,4,424.37,0.02,179,Luminárias 179,Casa & Decoração,Luminárias,433.03,295.11,NorteImport Ltda
639,4427,530,atraso,2024-01-08,2024-01-20,resolvido,10779,119,5,1110.88,0.04,119,Chás 119,Alimentos & Bebidas,Chás,1157.17,511.74,MarcoPolo Distribuição
639,4427,530,atraso,2024-01-08,2024-01-20,resolvido,10780,147,2,2766.01,0.05,147,Fraldas 147,Bebês & Crianças,Fraldas,2911.59,1402.16,MarcoPolo Distribuição
640,7188,137,cobrança,2024-12-23,,aberto,17649,153,2,3265.87,0.03,153,Roupas Infantis 153,Bebês & Crianças,Roupas Infantis,3366.88,2263.03,GlobalBR Comércio
641,7463,2580,atraso,2024-05-20,2024-06-01,resolvido,18302,37,3,2247.03,0.02,37,Vestidos 37,Moda,Vestidos,2292.89,1293.68,TechBrasil Ltda
641,7463,2580,atraso,2024-05-20,2024-06-01,resolvido,18303,91,1,2579.87,0.02,91,Cosméticos 91,Beleza & Saúde,Cosméticos,2632.52,1144.28,MarcoPolo Distribuição
642,3886,1419,dúvida,2024-06-20,,aberto,9413,191,5,1860.65,0.02,191,Quadros 191,Casa & Decoração,Quadros,1898.62,1028.31,NorteImport Ltda
643,5728,357,defeito,2023-08-19,,escalado,14038,75,1,1412.23,0.26,75,Tênis Esportivo 75,Esporte & Lazer,Tênis Esportivo,1908.42,1300.2,GlobalBR Comércio
643,5728,357,defeito,2023-08-19,,escalado,14039,68,3,1487.97,0.27,68,Vasos 68,Casa & Decoração,Vasos,2038.32,1027.69,MarcoPolo Distribuição
644,10859,2961,dúvida,2024-09-25,,escalado,26637,102,1,474.54,0.27,102,Cuidados com a Pele 102,Beleza & Saúde,Cuidados com a Pele,650.05,438.02,DeltaFornece ME
644,10859,2961,dúvida,2024-09-25,,escalado,26638,199,5,1652.86,0.18,199,Calças 199,Moda,Calças,2015.68,1178.62,GlobalBR Comércio
644,10859,2961,dúvida,2024-09-25,,escalado,26639,44,4,868.51,0.24,44,Acessórios 44,Moda,Acessórios,1142.77,719.41,MarcoPolo Distribuição
644,10859,2961,dúvida,2024-09-25,,escalado,26640,180,2,3076.3,0.12,180,Livros Técnicos 180,Livros & Papelaria,Livros Técnicos,3495.8,1534.08,MegaDistribuidora
644,10859,2961,dúvida,2024-09-25,,escalado,26641,189,2,1907.85,0.07,189,Vinhos 189,Alimentos & Bebidas,Vinhos,2051.45,1072.43,SulFornece SA
644,10859,2961,dúvida,2024-09-25,,escalado,26642,8,2,860.41,0.29,8,Notebooks 8,Eletrônicos,Notebooks,1211.85,814.08,GlobalBR Comércio
645,1906,2014,troca,2024-12-08,2024-12-11,resolvido,4618,69,2,893.32,0.03,69,Utensílios 69,Casa & Decoração,Utensílios,920.95,417.57,TechBrasil Ltda
645,1906,2014,troca,2024-12-08,2024-12-11,resolvido,4619,168,4,1014.06,0.01,168,Luminárias 168,Casa & Decoração,Luminárias,1024.3,504.73,AlphaSupply
646,5632,2522,cobrança,2023-07-01,2023-07-10,resolvido,13797,192,1,1397.89,0.17,192,Agendas 192,Livros & Papelaria,Agendas,1684.21,925.96,GlobalBR Comércio
646,5632,2522,cobrança,2023-07-01,2023-07-10,resolvido,13798,167,4,557.42,0.12,167,Tênis Esportivo 167,Esporte & Lazer,Tênis Esportivo,633.43,270.69,NorteImport Ltda
646,5632,2522,cobrança,2023-07-01,2023-07-10,resolvido,13799,178,2,1646.77,0.08,178,Câmeras 178,Eletrônicos,Câmeras,1789.97,1270.18,MarcoPolo Distribuição
647,8107,200,troca,2023-02-08,,escalado,19895,113,4,435.28,0.01,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
648,11932,1142,atraso,2023-10-04,,escalado,29232,35,1,2631.5,0.09,35,Calças 35,Moda,Calças,2891.76,1178.21,NorteImport Ltda
648,11932,1142,atraso,2023-10-04,,escalado,29233,52,3,963.96,0.18,52,Móveis 52,Casa & Decoração,Móveis,1175.56,738.61,DeltaFornece ME
648,11932,1142,atraso,2023-10-04,,escalado,29234,15,4,1157.17,0.19,15,Fones de Ouvido 15,Eletrônicos,Fones de Ouvido,1428.61,1033.82,NorteImport Ltda
648,11932,1142,atraso,2023-10-04,,escalado,29235,86,5,1813.42,0.25,86,Camping 86,Esporte & Lazer,Camping,2417.89,1718.5,FornecedorX
649,11739,552,troca,2024-12-26,,escalado,28787,67,3,2918.93,0.0,67,Vasos 67,Casa & Decoração,Vasos,2918.93,1326.84,DeltaFornece ME
649,11739,552,troca,2024-12-26,,escalado,28788,20,1,2255.39,0.03,20,Smart TVs 20,Eletrônicos,Smart TVs,2325.14,1324.94,TechBrasil Ltda
649,11739,552,troca,2024-12-26,,escalado,28789,103,3,1799.98,0.03,103,Cuidados com a Pele 103,Beleza & Saúde,Cuidados com a Pele,1855.65,1169.8,MegaDistribuidora
650,3583,2415,atraso,2023-02-22,,escalado,8701,105,4,886.09,0.09,105,Suplementos 105,Beleza & Saúde,Suplementos,973.73,417.97,TechBrasil Ltda
651,759,1575,dúvida,2023-11-06,2023-11-16,resolvido,1848,103,4,1503.08,0.19,103,Cuidados com a Pele 103,Beleza & Saúde,Cuidados com a Pele,1855.65,1169.8,MegaDistribuidora
651,759,1575,dúvida,2023-11-06,2023-11-16,resolvido,1849,45,3,393.75,0.2,45,Acessórios 45,Moda,Acessórios,492.19,208.51,SulFornece SA
652,6037,1543,atraso,2024-11-17,2024-12-04,resolvido,14808,23,1,1014.97,0.01,23,Câmeras 23,Eletrônicos,Câmeras,1025.22,552.96,DeltaFornece ME
652,6037,1543,atraso,2024-11-17,2024-12-04,resolvido,14809,103,3,1818.54,0.02,103,Cuidados com a Pele 103,Beleza & Saúde,Cuidados com a Pele,1855.65,1169.8,MegaDistribuidora
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9713,10,1,1550.35,0.01,10,Tablets 10,Eletrônicos,Tablets,1566.01,830.63,DeltaFornece ME
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9714,143,2,1428.9,0.03,143,Material Escolar 143,Livros & Papelaria,Material Escolar,1473.09,897.49,TechBrasil Ltda
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9715,101,5,1801.15,0.02,101,Cuidados com a Pele 101,Beleza & Saúde,Cuidados com a Pele,1837.91,1126.77,MegaDistribuidora
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9716,62,3,237.08,0.04,62,Quadros 62,Casa & Decoração,Quadros,246.96,156.18,DeltaFornece ME
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9717,138,3,1655.14,0.04,138,Agendas 138,Livros & Papelaria,Agendas,1724.1,1163.94,MarcoPolo Distribuição
653,4004,2059,dúvida,2023-04-02,2023-04-05,resolvido,9718,163,2,734.01,0.04,163,Acessórios 163,Moda,Acessórios,764.59,378.28,AlphaSupply
654,7458,2862,cobrança,2023-11-04,,escalado,18290,88,2,2304.29,0.21,88,Camping 88,Esporte & Lazer,Camping,2916.82,1489.58,MegaDistribuidora
655,4365,2800,dúvida,2023-05-16,2023-05-24,resolvido,10635,26,5,2175.55,0.29,26,Câmeras 26,Eletrônicos,Câmeras,3064.15,1435.33,NorteImport Ltda
655,4365,2800,dúvida,2023-05-16,2023-05-24,resolvido,10636,124,4,1561.16,0.29,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
656,7298,654,atraso,2023-11-12,,aberto,17901,49,3,2075.58,0.01,49,Móveis 49,Casa & Decoração,Móveis,2096.55,1131.56,MegaDistribuidora
656,7298,654,atraso,2023-11-12,,aberto,17902,187,3,758.0,0.05,187,Cafés 187,Alimentos & Bebidas,Cafés,797.9,355.62,MarcoPolo Distribuição
656,7298,654,atraso,2023-11-12,,aberto,17903,124,3,2176.82,0.01,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
656,7298,654,atraso,2023-11-12,,aberto,17904,186,4,2078.72,0.04,186,Quadros 186,Casa & Decoração,Quadros,2165.33,1023.95,FornecedorX
657,14635,352,dúvida,2023-09-26,2023-10-05,resolvido,35836,197,4,2628.11,0.1,197,Literatura 197,Livros & Papelaria,Literatura,2920.12,1970.78,NorteImport Ltda
658,9190,1940,atraso,2023-12-12,2023-12-18,resolvido,22469,25,5,1251.96,0.01,25,Câmeras 25,Eletrônicos,Câmeras,1264.61,902.26,AlphaSupply
658,9190,1940,atraso,2023-12-12,2023-12-18,resolvido,22470,170,4,1321.29,0.02,170,Equipamentos de Academia 170,Esporte & Lazer,Equipamentos de Academia,1348.26,742.98,AlphaSupply
659,161,1974,atraso,2023-10-28,,escalado,374,52,1,987.47,0.16,52,Móveis 52,Casa & Decoração,Móveis,1175.56,738.61,DeltaFornece ME
659,161,1974,atraso,2023-10-28,,escalado,375,171,5,47.16,0.17,171,Fones de Ouvido 171,Eletrônicos,Fones de Ouvido,56.82,33.59,SulFornece SA
659,161,1974,atraso,2023-10-28,,escalado,376,31,2,152.69,0.15,31,Camisetas 31,Moda,Camisetas,179.64,121.35,GlobalBR Comércio
659,161,1974,atraso,2023-10-28,,escalado,377,188,1,98.02,0.01,188,Vitaminas 188,Beleza & Saúde,Vitaminas,99.01,73.24,DeltaFornece ME
660,10693,2701,defeito,2023-04-23,,escalado,26230,124,2,2198.81,0.0,124,Chocolates 124,Alimentos & Bebidas,Chocolates,2198.81,1230.03,GlobalBR Comércio
660,10693,2701,defeito,2023-04-23,,escalado,26231,106,3,2303.57,0.0,106,Vitaminas 106,Beleza & Saúde,Vitaminas,2303.57,1029.09,SulFornece SA
660,10693,2701,defeito,2023-04-23,,escalado,26232,31,5,170.66,0.05,31,Camisetas 31,Moda,Camisetas,179.64,121.35,GlobalBR Comércio
660,10693,2701,defeito,2023-04-23,,escalado,26233,27,5,2268.49,0.03,27,Câmeras 27,Eletrônicos,Câmeras,2338.65,1311.28,MarcoPolo Distribuição
660,10693,2701,defeito,2023-04-23,,escalado,26234,141,1,1783.79,0.04,141,Material Escolar 141,Livros & Papelaria,Material Escolar,1858.11,1017.03,AlphaSupply
660,10693,2701,defeito,2023-04-23,,escalado,26235,184,2,3095.39,0.03,184,Luminárias 184,Casa & Decoração,Luminárias,3191.12,1577.87,DeltaFornece ME
661,6018,304,atraso,2024-07-24,2024-07-30,resolvido,14766,199,5,1935.05,0.04,199,Calças 199,Moda,Calças,2015.68,1178.62,GlobalBR Comércio
661,6018,304,atraso,2024-07-24,2024-07-30,resolvido,14767,133,2,2771.66,0.02,133,Literatura 133,Livros & Papelaria,Literatura,2828.22,1867.34,GlobalBR Comércio
662,4485,1314,atraso,2024-09-02,2024-09-17,resolvido,10910,99,3,2565.54,0.2,99,Perfumes 99,Beleza & Saúde,Perfumes,3206.93,2110.35,MegaDistribuidora
662,4485,1314,atraso,2024-09-02,2024-09-17,resolvido,10911,25,2,897.87,0.29,25,Câmeras 25,Eletrônicos,Câmeras,1264.61,902.26,AlphaSupply
663,11001,892,atraso,2023-12-04,2023-12-10,resolvido,26964,17,3,3171.72,0.04,17,Smart TVs 17,Eletrônicos,Smart TVs,3303.88,2080.86,MegaDistribuidora
663,11001,892,atraso,2023-12-04,2023-12-10,resolvido,26965,81,3,1710.62,0.02,81,Equipamentos de Academia 81,Esporte & Lazer,Equipamentos de Academia,1745.53,859.98,GlobalBR Comércio
664,10656,2834,troca,2023-11-15,,escalado,26142,156,2,57.24,0.02,156,Roupas Infantis 156,Bebês & Crianças,Roupas Infantis,58.41,25.14,FornecedorX
664,10656,2834,troca,2023-11-15,,escalado,26143,26,4,3033.51,0.01,26,Câmeras 26,Eletrônicos,Câmeras,3064.15,1435.33,NorteImport Ltda
664,10656,2834,troca,2023-11-15,,escalado,26144,44,3,1085.63,0.05,44,Acessórios 44,Moda,Acessórios,1142.77,719.41,MarcoPolo Distribuição
664,10656,2834,troca,2023-11-15,,escalado,26145,161,3,2174.09,0.05,161,Câmeras 161,Eletrônicos,Câmeras,2288.52,1276.02,DeltaFornece ME
665,11950,708,cobrança,2023-03-17,2023-03-22,resolvido,29276,136,5,1139.53,0.21,136,Agendas 136,Livros & Papelaria,Agendas,1442.44,947.74,MegaDistribuidora
665,11950,708,cobrança,2023-03-17,2023-03-22,resolvido,29277,194,4,889.47,0.03,194,Suplementos 194,Beleza & Saúde,Suplementos,916.98,530.85,MegaDistribuidora
665,11950,708,cobrança,2023-03-17,2023-03-22,resolvido,29278,113,2,320.97,0.27,113,Cafés 113,Alimentos & Bebidas,Cafés,439.68,292.65,TechBrasil Ltda
666,887,2684,dúvida,2024-11-07,2024-11-13,resolvido,2140,121,4,1296.12,0.03,121,Vinhos 121,Alimentos & Bebidas,Vinhos,1336.21,814.13,MegaDistribuidora
666,887,2684,dúvida,2024-11-07,2024-11-13,resolvido,2141,127,5,1950.32,0.05,127,Snacks Saudáveis 127,Alimentos & Bebidas,Snacks Saudáveis,2052.97,1131.53,MegaDistribuidora
667,11673,914,atraso,2023-09-17,2023-10-02,resolvido,28640,62,2,237.08,0.04,62,Quadros 62,Casa & Decoração,Quadros,246.96,156.18,DeltaFornece ME
667,11673,914,atraso,2023-09-17,2023-10-02,resolvido,28641,37,5,2292.89,0.0,37,Vestidos 37,Moda,Vestidos,2292.89,1293.68,TechBrasil Ltda
668,7487,323,cobrança,2023-12-21,2023-12-29,resolvido,18368,116,2,1171.56,0.05,116,Chás 116,Alimentos & Bebidas,Chás,1233.22,819.88,TechBrasil Ltda
668,7487,323,cobrança,2023-12-21,2023-12-29,resolvido,18369,90,2,589.91,0.03,90,Natação 90,Esporte & Lazer,Natação,608.15,393.36,NorteImport Ltda
669,7505,1377,defeito,2024-08-15,2024-08-24,resolvido,18423,85,2,3367.26,0.01,85,Camping 85,Esporte & Lazer,Camping,3401.27,2144.47,TechBrasil Ltda
670,3624,1114,troca,2023-12-14,2023-12-19,resolvido,8800,55,5,2162.21,0.14,55,Luminárias 55,Casa & Decoração,Luminárias,2514.2,1470.04,SulFornece SA
671,10092,998,dúvida,2023-07-30,,escalado,24725,97,5,1026.11,0.03,97,Perfumes 97,Beleza & Saúde,Perfumes,1057.85,593.29,MarcoPolo Distribuição
672,12697,1634,defeito,2024-04-05,2024-04-08,resolvido,31106,1,3,1571.74,0.03,1,Smartphones 1,Eletrônicos,Smartphones,1620.35,929.9,DeltaFornece ME
